"BRAND","TIME_ID","OPTION_ID","STORE","REGULAR_SLS_UNITS","PROMO_SLS_UNITS","MRKDWN_SLS_UNITS","BASE_HISTORY"
"AME",202416,"130342965_AMEC309",30915,0,0,2,0
"AME",202416,"331179022_AMEC130",30031,0,0,2,0
"AME",202416,"130213005_AMEC100",30048,0,1,0,1
"AME",202416,"130752707_AMEC651",30048,0,0,1,0
"AME",202416,"273334374_AMEC100",30085,0,0,5,0
"AME",202416,"129557987_AMEC106",30865,0,0,1,0
"AME",202416,"331074769_AMEC001",30093,0,2,0,2
"AME",202416,"130213005_AMEC001",32012,1,0,0,1
"AME",202416,"130393112_AMEC200",30054,0,0,5,0
"AME",202416,"129532006_AMEC400",30069,0,0,1,0
"AME",202416,"331179022_AMEC400",30101,0,0,1,0
"AME",202416,"129532007_AMEC900",30095,0,0,1,0
"AME",202416,"332019166_AMEC400",30095,0,1,0,1
"AME",202416,"271859385_AMEC309",32026,0,2,0,2
"AME",202416,"130213005_AMEC100",30083,0,2,0,2
"AME",202416,"331354190_AMEC100",30064,1,3,0,4
"AME",202416,"130213005_AMEC100",33178,0,1,0,1
"AME",202416,"273989949_AMEC001",30101,0,0,7,0
"AME",202416,"130161953_AMEC106",30069,0,0,1,0
"AME",202416,"273989949_AMEC600",30064,0,0,3,0
"AME",202416,"271859385_AMEC309",30024,0,0,1,0
"AME",202416,"331179022_AMEC400",30093,0,1,0,1
"AME",202416,"130213005_AMEC100",32012,1,0,0,1
"AME",202416,"331179022_AMEC400",30865,0,3,0,3
"AME",202416,"332019166_AMEC400",30913,0,1,0,1
"AME",202416,"128984126_AMEC109",30913,0,1,0,1
"AME",202416,"130393112_AMEC300",30913,0,0,2,0
"AME",202416,"331354190_AMEC001",30095,1,0,0,1
"AME",202416,"129320004_AMEC900",30095,1,7,0,8
"AME",202416,"129320004_AMEC900",30913,1,0,0,1
"AME",202416,"130342852_AMEC529",30913,0,0,2,0
"AME",202416,"130712655_AMEC100",31050,1,0,0,1
"AME",202416,"273989949_AMEC001",32026,0,2,0,2
"AME",202416,"331074769_AMEC001",30089,0,1,0,1
"AME",202416,"332019166_AMEC400",30065,2,0,0,2
"AME",202416,"331179022_AMEC400",30015,0,0,1,0
"AME",202416,"130362609_AMEC309",30914,0,0,1,0
"AME",202416,"129507552_AMEC900",32067,0,0,3,0
"AME",202416,"130097419_AMEC341",32067,0,0,1,0
"AME",202416,"332019166_AMEC400",30101,0,3,0,3
"AME",202416,"128984126_AMEC109",30029,0,2,0,2
"AME",202416,"273989949_AMEC600",30093,0,2,0,2
"AME",202416,"331074769_AMEC001",30054,1,2,0,3
"AME",202416,"273989949_AMEC001",31045,1,0,0,1
"AME",202416,"273989949_AMEC600",31045,1,0,0,1
"AME",202416,"128984126_AMEC109",30014,1,0,0,1
"AME",202416,"271849413_AMEC300",30085,0,0,1,0
"AME",202416,"331354190_AMEC100",30057,2,4,0,6
"AME",202416,"129320004_AMEC900",31045,1,0,0,1
"AME",202416,"130347795_AMEC001",30066,0,0,1,0
"AME",202416,"130362609_AMEC200",30066,0,0,2,0
"AME",202416,"130213005_AMEC100",30095,0,4,0,4
"AME",202416,"128984126_AMEC109",30095,0,3,0,3
"AME",202416,"331334139_AMEC219",30024,1,0,0,1
"AME",202416,"331354190_AMEC100",30083,1,0,0,1
"AME",202416,"130127836_AMEC106",30089,0,0,1,0
"AME",202416,"273989949_AMEC001",30044,0,0,1,0
"AME",202416,"273989949_AMEC001",30054,0,0,3,0
"AME",202416,"130132136_AMEC200",30053,0,0,1,0
"AME",202416,"130393112_AMEC300",30014,0,0,2,0
"AME",202416,"130552627_AMEC300",30100,0,0,1,0
"AME",202416,"273989949_AMEC001",30093,0,1,0,1
"AME",202416,"130347878_AMEC100",33202,0,0,1,0
"AME",202416,"331334139_AMEC219",30915,2,1,0,3
"AME",202416,"331354190_AMEC100",30093,1,0,0,1
"AME",202416,"332019166_AMEC400",30915,3,0,0,3
"AME",202416,"129320004_AMEC900",30093,0,6,0,6
"AME",202416,"332019166_AMEC400",30057,1,1,0,2
"AME",202416,"273334374_AMEC100",30054,0,0,1,0
"AME",202416,"130213005_AMEC001",30064,0,4,0,4
"AME",202416,"130342983_AMEC100",30069,0,0,2,0
"AME",202416,"331179022_AMEC400",30089,0,1,0,1
"AME",202416,"130362611_AMEC900",30099,1,0,0,1
"AME",202416,"130213005_AMEC001",30054,0,3,0,3
"AME",202416,"130342965_AMEC309",30101,0,0,1,0
"AME",202416,"331354190_AMEC100",33086,1,0,0,1
"AME",202416,"331179022_AMEC130",30913,0,0,1,0
"AME",202416,"130727664_AMEC300",32064,0,0,2,0
"AME",202416,"130213005_AMEC100",30913,0,1,0,1
"AME",202416,"129320004_AMEC900",32064,0,1,0,1
"AME",202416,"130347795_AMEC001",30048,0,0,3,0
"AME",202416,"128984126_AMEC109",30064,0,6,0,6
"AME",202416,"129097851_AMEC709",30095,0,0,1,0
"AME",202416,"130362609_AMEC200",30064,0,0,1,0
"AME",202416,"129512308_AMEC900",32067,0,0,1,0
"AME",202416,"129507558_AMEC900",32067,0,0,1,0
"AME",202416,"129186379_AMEC041",30095,0,0,1,0
"AME",202416,"331179022_AMEC130",32064,0,1,0,1
"AME",202416,"332019166_AMEC400",31045,0,1,0,1
"AME",202416,"272311330_AMEC300",30914,0,0,1,0
"AME",202416,"331334139_AMEC219",30914,0,1,0,1
"AME",202416,"331074769_AMEC001",30048,1,0,0,1
"AME",202416,"130362609_AMEC001",30048,0,0,1,0
"AME",202416,"128984126_AMEC109",33086,0,2,0,2
"AME",202416,"128984126_AMEC109",32012,1,0,0,1
"AME",202416,"130362609_AMEC200",30913,0,0,2,0
"AME",202416,"331354190_AMEC100",32026,1,0,0,1
"AME",202416,"130393112_AMEC200",30913,0,2,0,2
"AME",202416,"273989949_AMEC001",30913,0,1,0,1
"AME",202416,"331179022_AMEC400",30913,0,0,2,0
"AME",202416,"273989949_AMEC600",30095,0,0,2,0
"AME",202416,"130213005_AMEC001",30881,1,1,0,2
"AME",202416,"129557986_AMEC200",30052,0,0,1,0
"AME",202416,"128984126_AMEC109",33178,0,5,0,5
"AME",202416,"130342851_AMEC100",30913,0,0,1,0
"AME",202416,"130393112_AMEC300",30881,0,0,1,0
"AME",202416,"331179022_AMEC400",30020,0,0,1,0
"AME",202416,"130303215_AMEC900",30914,0,0,4,0
"AME",202416,"128984126_AMEC109",30031,1,0,0,1
"AME",202416,"130393112_AMEC200",30089,0,2,0,2
"AME",202416,"130213005_AMEC001",32051,1,6,0,7
"AME",202416,"331334139_AMEC219",32098,1,0,0,1
"AME",202416,"331179022_AMEC400",30074,3,1,0,4
"AME",202416,"129507550_AMEC013",32067,0,0,2,0
"AME",202416,"128984126_AMEC109",30104,2,0,0,2
"AME",202416,"130132136_AMEC200",33088,0,0,1,0
"AME",202416,"331179022_AMEC400",30024,0,0,1,0
"AME",202416,"130362609_AMEC200",30069,0,0,1,0
"AME",202416,"130752707_AMEC651",30069,0,0,2,0
"AME",202416,"130712655_AMEC200",30915,0,0,1,0
"AME",202416,"130213005_AMEC001",30101,0,5,0,5
"AME",202416,"130727664_AMEC300",30014,0,0,5,0
"AME",202416,"130752707_AMEC651",30029,0,0,2,0
"AME",202416,"130097419_AMEC341",30066,0,0,3,0
"AME",202416,"331354190_AMEC001",30057,3,2,0,5
"AME",202416,"331179022_AMEC400",30057,0,0,2,0
"AME",202416,"273989949_AMEC001",30057,0,0,2,0
"AME",202416,"130162204_AMEC300",30066,0,0,1,0
"AME",202416,"331179022_AMEC130",30881,0,2,0,2
"AME",202416,"331354190_AMEC001",30100,0,2,0,2
"AME",202416,"129507116_AMEC210",30069,0,0,6,0
"AME",202416,"130213005_AMEC001",32057,1,2,0,3
"AME",202416,"130097419_AMEC615",32067,0,0,2,0
"AME",202416,"130362609_AMEC001",30066,0,0,5,0
"AME",202416,"331179022_AMEC130",30014,0,4,0,4
"AME",202416,"130213005_AMEC100",30015,0,5,0,5
"AME",202416,"331179022_AMEC130",30074,2,2,0,4
"AME",202416,"129320004_AMEC900",30083,0,1,0,1
"AME",202416,"331074769_AMEC001",30057,0,2,0,2
"AME",202416,"271859385_AMEC309",30064,0,0,4,0
"AME",202416,"331179022_AMEC130",31045,0,0,3,0
"AME",202416,"130213005_AMEC001",30849,1,0,0,1
"AME",202416,"130347878_AMEC100",30069,0,0,2,0
"AME",202416,"129111407_AMEC900",30069,0,0,1,0
"AME",202416,"130342852_AMEC529",30001,0,0,1,0
"AME",202416,"130362609_AMEC001",30913,0,0,1,0
"AME",202416,"130362609_AMEC100",30069,0,0,2,0
"AME",202416,"130362609_AMEC309",30069,0,0,1,0
"AME",202416,"331179022_AMEC400",32051,0,2,0,2
"AME",202416,"129320004_AMEC900",32051,0,2,0,2
"AME",202416,"130347764_AMEC200",32098,0,0,1,0
"AME",202416,"130161953_AMEC106",32537,0,0,1,0
"AME",202416,"130213005_AMEC100",32537,2,0,0,2
"AME",202416,"128984126_AMEC109",30865,1,0,0,1
"AME",202416,"130213005_AMEC001",30048,0,5,0,5
"AME",202416,"331074769_AMEC001",30095,2,0,0,2
"AME",202416,"332019166_AMEC400",30072,0,2,0,2
"AME",202416,"331179022_AMEC400",30072,0,1,0,1
"AME",202416,"130362609_AMEC100",30913,0,0,1,0
"AME",202416,"130213005_AMEC100",30100,0,1,0,1
"AME",202416,"130132136_AMEC001",30913,0,0,1,0
"AME",202416,"130213005_AMEC001",30913,0,1,0,1
"AME",202416,"271859385_AMEC309",30913,0,1,0,1
"AME",202417,"130213005_AMEC100",30054,1,4,0,5
"AME",202417,"130362609_AMEC001",30048,0,0,1,0
"AME",202417,"129320004_AMEC900",30048,1,0,0,1
"AME",202417,"130347881_AMEC900",33202,0,0,2,0
"AME",202417,"130213005_AMEC001",30881,1,0,0,1
"AME",202417,"331179022_AMEC130",33099,0,0,2,0
"AME",202417,"331179022_AMEC130",33178,0,0,1,0
"AME",202417,"331179022_AMEC400",30104,1,0,0,1
"AME",202417,"331354190_AMEC100",30913,1,1,0,2
"AME",202417,"332019166_AMEC400",30095,1,1,0,2
"AME",202417,"130213005_AMEC100",32026,1,0,0,1
"AME",202417,"331179022_AMEC130",32013,0,0,3,0
"AME",202417,"130213005_AMEC001",30913,2,0,0,2
"AME",202417,"331074769_AMEC001",30089,0,2,0,2
"AME",202417,"130362609_AMEC309",30064,0,0,2,0
"AME",202417,"331179022_AMEC400",30089,0,2,0,2
"AME",202417,"129426821_AMEC100",30089,0,0,1,0
"AME",202417,"130717656_AMEC800",30915,0,0,2,0
"AME",202417,"130213005_AMEC001",30044,0,1,0,1
"AME",202417,"332019166_AMEC400",30044,2,2,0,4
"AME",202417,"331179022_AMEC400",30074,1,0,0,1
"AME",202417,"130303215_AMEC900",30914,0,0,4,0
"AME",202417,"130362609_AMEC309",30914,0,0,2,0
"AME",202417,"331179022_AMEC130",30915,1,1,0,2
"AME",202417,"331354190_AMEC100",30054,0,1,0,1
"AME",202417,"331334139_AMEC219",30101,0,3,0,3
"AME",202417,"273494483_AMEC900",30915,0,0,5,0
"AME",202417,"130347795_AMEC001",30915,0,0,1,0
"AME",202417,"130342965_AMEC309",30915,0,0,2,0
"AME",202417,"130362609_AMEC100",30069,0,0,1,0
"AME",202417,"129531990_AMEC500",30069,0,0,2,0
"AME",202417,"130213005_AMEC001",30057,2,4,0,6
"AME",202417,"331354190_AMEC001",30054,0,1,0,1
"AME",202417,"129089293_AMEC001",30017,0,0,1,0
"AME",202417,"331334139_AMEC219",30024,1,3,0,4
"AME",202417,"331354190_AMEC100",30915,5,0,0,5
"AME",202417,"130127836_AMEC001",30085,0,0,1,0
"AME",202417,"331179022_AMEC400",30061,1,0,0,1
"AME",202417,"331179022_AMEC400",30100,0,0,3,0
"AME",202417,"130161953_AMEC106",30022,0,0,1,0
"AME",202417,"130342913_AMEC379",30044,0,0,1,0
"AME",202417,"130362611_AMEC900",30044,1,6,0,7
"AME",202417,"331179022_AMEC130",30014,0,4,0,4
"AME",202417,"332019166_AMEC400",30077,0,1,0,1
"AME",202417,"130132136_AMEC200",30031,0,0,1,0
"AME",202417,"128984126_AMEC109",30104,1,0,0,1
"AME",202417,"331354190_AMEC100",30101,0,1,0,1
"AME",202417,"129532007_AMEC900",30069,0,0,1,0
"AME",202417,"130362609_AMEC200",30069,0,0,3,0
"AME",202417,"129557986_AMEC200",30069,0,0,1,0
"AME",202417,"130727664_AMEC300",32064,0,0,1,0
"AME",202417,"273989949_AMEC001",30077,0,0,1,0
"AME",202417,"331074769_AMEC001",30083,0,2,0,2
"AME",202417,"273909493_AMEC020",30024,1,0,0,1
"AME",202417,"331179022_AMEC130",30061,1,0,0,1
"AME",202417,"128984126_AMEC109",30916,6,0,0,6
"AME",202417,"130347879_AMEC100",30069,0,0,1,0
"AME",202417,"130213005_AMEC100",30101,0,2,0,2
"AME",202417,"129320004_AMEC900",30100,0,5,0,5
"AME",202417,"331179022_AMEC400",30044,0,0,1,0
"AME",202417,"332019166_AMEC400",30100,0,1,0,1
"AME",202417,"130362609_AMEC100",30085,0,0,4,0
"AME",202417,"130362609_AMEC001",30085,0,0,1,0
"AME",202417,"332019166_AMEC400",30054,4,0,0,4
"AME",202417,"331179022_AMEC130",30054,0,0,6,0
"AME",202417,"273494483_AMEC900",30048,0,0,1,0
"AME",202417,"331074769_AMEC001",30095,2,1,0,3
"AME",202417,"331179022_AMEC400",33086,0,0,1,0
"AME",202417,"271849413_AMEC300",33086,0,0,1,0
"AME",202417,"128984126_AMEC109",30100,0,6,0,6
"AME",202417,"331179022_AMEC400",31045,0,0,1,0
"AME",202417,"130132136_AMEC200",30017,0,0,1,0
"AME",202417,"331354190_AMEC001",30072,0,1,0,1
"AME",202417,"331179022_AMEC400",30881,0,1,0,1
"AME",202417,"130132136_AMEC001",30054,0,0,1,0
"AME",202417,"130213005_AMEC001",30100,0,2,0,2
"AME",202417,"331179022_AMEC400",32012,0,0,2,0
"AME",202417,"130161953_AMEC106",30100,0,0,1,0
"AME",202417,"130362609_AMEC200",30913,0,0,1,0
"AME",202417,"130393112_AMEC300",30913,0,0,1,0
"AME",202417,"331074769_AMEC001",30022,1,0,0,1
"AME",202417,"331179022_AMEC130",30077,0,0,1,0
"AME",202417,"128984126_AMEC109",30913,2,0,0,2
"AME",202417,"331179022_AMEC400",30913,0,0,2,0
"AME",202417,"130132136_AMEC200",30053,0,0,1,0
"AME",202417,"129320004_AMEC900",30104,3,1,0,4
"AME",202417,"129557971_AMEC100",30069,0,0,1,0
"AME",202417,"331334139_AMEC219",30064,0,1,0,1
"AME",202417,"130213005_AMEC100",33178,0,2,0,2
"AME",202417,"130213005_AMEC100",33086,0,1,0,1
"AME",202417,"331179022_AMEC130",32068,1,0,0,1
"AME",202417,"332019166_AMEC400",30072,3,0,0,3
"AME",202417,"331179022_AMEC400",30015,0,0,1,0
"AME",202417,"130213005_AMEC001",30064,0,2,0,2
"AME",202417,"129557971_AMEC500",32098,0,0,1,0
"AME",202417,"130712655_AMEC200",30915,0,0,2,0
"AME",202417,"331179022_AMEC130",30024,0,0,1,0
"AME",202417,"130097419_AMEC615",30915,0,0,1,0
"AME",202417,"331179022_AMEC400",30915,3,0,0,3
"AME",202417,"130213005_AMEC001",32051,3,1,0,4
"AME",202417,"331179022_AMEC400",30017,0,0,1,0
"AME",202417,"129377404_AMEC100",32098,0,0,1,0
"AME",202417,"271859385_AMEC309",32051,0,1,0,1
"AME",202417,"130342852_AMEC529",32098,0,0,1,0
"AME",202417,"130393112_AMEC200",30057,0,0,3,0
"AME",202417,"130213005_AMEC100",30057,0,1,0,1
"AME",202417,"331179022_AMEC130",30013,0,1,0,1
"AME",202417,"130162204_AMEC300",30066,0,0,1,0
"AME",202417,"130127481_AMEC001",30066,0,0,2,0
"AME",202417,"130213005_AMEC001",30024,0,1,0,1
"AME",202417,"331354190_AMEC001",30914,1,0,0,1
"AME",202417,"331179022_AMEC400",30057,0,0,1,0
"AME",202417,"272974398_AMEC036",30914,0,0,1,0
"AME",202417,"273334374_AMEC100",30085,0,0,1,0
"AME",202417,"130213005_AMEC001",30014,1,2,0,3
"AME",202417,"130132136_AMEC001",30085,0,0,1,0
"AME",202417,"129320004_AMEC900",30093,3,0,0,3
"AME",202417,"130213005_AMEC100",32012,1,0,0,1
"AME",202417,"130752707_AMEC651",30085,0,0,1,0
"AME",202417,"130342983_AMEC100",30069,0,0,2,0
"AME",202417,"331179022_AMEC130",32026,0,1,0,1
"AME",202417,"273989949_AMEC600",31050,1,0,0,1
"AME",202417,"128984126_AMEC109",32057,1,0,0,1
"AME",202417,"331074769_AMEC001",32098,1,0,0,1
"AME",202417,"331354190_AMEC100",32098,2,0,0,2
"AME",202417,"129557986_AMEC200",32098,0,0,2,0
"AME",202417,"331354190_AMEC100",32051,1,0,0,1
"AME",202417,"129320007_AMEC400",30089,0,0,3,0
"AME",202417,"332019166_AMEC400",30024,1,1,0,2
"AME",202417,"130213005_AMEC100",30099,2,0,0,2
"AME",202417,"331354190_AMEC100",30064,2,0,0,2
"AME",202417,"273334374_AMEC100",30089,0,0,1,0
"AME",202417,"130028368_AMEC285",30089,0,0,3,0
"AME",202417,"130362609_AMEC001",30057,0,0,2,0
"AME",202417,"130362609_AMEC100",30057,0,0,2,0
"AME",202417,"331179022_AMEC130",33086,0,0,2,0
"AME",202417,"130097419_AMEC400",30915,0,0,6,0
"AME",202417,"130132136_AMEC001",30057,0,0,1,0
"AME",202417,"130737647_AMEC400",30915,0,0,1,0
"AME",202417,"273989949_AMEC600",30054,0,0,2,0
"AME",202417,"129320004_AMEC900",30881,1,0,0,1
"AME",202417,"331179022_AMEC400",30030,0,1,0,1
"AME",202417,"130213005_AMEC100",30031,1,0,0,1
"AME",202417,"331354190_AMEC001",30915,1,0,0,1
"AME",202417,"331179022_AMEC130",30101,0,0,1,0
"AME",202417,"130213005_AMEC001",30054,1,2,0,3
"AME",202417,"129507116_AMEC210",30069,0,0,4,0
"AME",202417,"130393112_AMEC200",32026,0,1,0,1
"AME",202417,"129034675_AMEC709",30095,0,0,1,0
"AME",202417,"130213005_AMEC001",33086,2,3,0,5
"AME",202417,"331074769_AMEC001",30072,1,0,0,1
"AME",202417,"331354190_AMEC001",30064,0,3,0,3
"AME",202417,"128984126_AMEC109",30030,1,3,0,4
"AME",202417,"331179022_AMEC130",30052,2,0,0,2
"AME",202417,"331354190_AMEC100",30065,0,2,0,2
"AME",202417,"271859385_AMEC309",30914,0,0,3,0
"AME",202417,"332019166_AMEC400",33088,1,0,0,1
"AME",202417,"128984126_AMEC109",30020,2,0,0,2
"AME",202417,"128984126_AMEC109",30065,1,0,0,1
"AME",202417,"331354190_AMEC001",30065,1,0,0,1
"AME",202417,"331354190_AMEC100",30048,1,0,0,1
"AME",202417,"129320004_AMEC900",30090,0,3,0,3
"AME",202417,"130393112_AMEC200",30090,0,0,2,0
"AME",202417,"332019166_AMEC400",30057,4,1,0,5
"AME",202417,"130347795_AMEC001",30048,0,0,5,0
"AME",202417,"128984126_AMEC109",30048,1,1,0,2
"AME",202417,"273989949_AMEC600",30064,0,0,3,0
"AME",202417,"128984126_AMEC109",30054,3,2,0,5
"AME",202417,"128984126_AMEC109",30071,0,1,0,1
"AME",202417,"130132136_AMEC001",32013,0,0,1,0
"AME",202417,"130213005_AMEC100",32013,0,1,0,1
"AME",202417,"128984126_AMEC109",33090,1,4,0,5
"AME",202417,"129320004_AMEC900",30913,4,1,0,5
"AME",202417,"130362609_AMEC001",31050,1,0,0,1
"AME",202417,"130213005_AMEC001",32013,1,0,0,1
"AME",202417,"130213005_AMEC001",32057,3,3,0,6
"AME",202417,"331354190_AMEC100",30072,1,0,0,1
"AME",202417,"129320004_AMEC900",30015,1,0,0,1
"AME",202417,"130161953_AMEC106",30020,0,0,1,0
"AME",202417,"130213005_AMEC100",30015,0,1,0,1
"AME",202417,"130213005_AMEC100",32057,1,10,0,11
"AME",202417,"129320004_AMEC900",30077,1,0,0,1
"AME",202417,"130161953_AMEC106",30914,0,0,1,0
"AME",202417,"129320004_AMEC900",32051,1,4,0,5
"AME",202417,"273989949_AMEC001",32051,0,3,1,3
"AME",202417,"273989949_AMEC600",32051,0,1,1,1
"AME",202417,"130127836_AMEC106",30089,0,0,1,0
"AME",202417,"129532006_AMEC400",30069,0,0,2,0
"AME",202417,"130213005_AMEC001",30017,0,2,0,2
"AME",202417,"130712655_AMEC100",30915,0,0,4,0
"AME",202417,"130027813_AMEC379",30085,0,0,1,0
"AME",202417,"331334139_AMEC219",30915,1,1,0,2
"AME",202417,"273989949_AMEC600",30057,0,0,1,0
"AME",202417,"130393112_AMEC300",30061,0,1,0,1
"AME",202417,"130362609_AMEC309",30066,0,0,3,0
"AME",202417,"331179022_AMEC130",30881,0,3,0,3
"AME",202417,"331179022_AMEC130",30916,1,0,0,1
"AME",202417,"130717656_AMEC800",32538,0,0,1,0
"AME",202417,"128984126_AMEC109",30064,0,19,0,19
"AME",202417,"130213005_AMEC100",30064,2,2,0,4
"AME",202417,"129320004_AMEC900",30065,1,0,0,1
"AME",202417,"129320004_AMEC900",30014,1,0,0,1
"AME",202417,"331179022_AMEC400",30020,0,0,2,0
"AME",202417,"331179022_AMEC130",30065,0,0,1,0
"AME",202417,"130303238_AMEC300",30054,0,0,3,0
"AME",202417,"130132136_AMEC200",33088,0,0,1,0
"AME",202417,"130132136_AMEC001",30089,0,0,1,0
"AME",202417,"129511909_AMEC400",30053,0,0,1,0
"AME",202417,"130132136_AMEC001",30914,0,0,2,0
"AME",202417,"130127836_AMEC001",30057,0,0,1,0
"AME",202417,"273989949_AMEC001",30054,0,0,4,0
"AME",202417,"273989949_AMEC001",30057,0,0,1,0
"AME",202417,"128984126_AMEC109",32026,4,0,0,4
"AME",202417,"130097419_AMEC400",30066,0,0,1,0
"AME",202417,"331179022_AMEC400",30014,0,4,0,4
"AME",202417,"331354190_AMEC100",30057,1,3,0,4
"AME",202417,"331354190_AMEC001",30095,1,0,0,1
"AME",202417,"129320004_AMEC900",30083,1,0,0,1
"AME",202417,"331179022_AMEC130",30017,0,0,1,0
"AME",202417,"331179022_AMEC130",30100,0,0,7,0
"AME",202417,"331179022_AMEC400",32026,0,1,0,1
"AME",202417,"128984126_AMEC109",30095,1,2,0,3
"AME",202417,"331179022_AMEC130",30095,0,0,1,0
"AME",202417,"130362609_AMEC200",30057,0,0,2,0
"AME",202417,"331354190_AMEC001",30100,0,1,0,1
"AME",202417,"130393112_AMEC300",30057,0,0,1,0
"AME",202417,"273989949_AMEC001",30100,0,0,9,0
"AME",202417,"130097419_AMEC341",30066,0,0,1,0
"AME",202417,"130393112_AMEC200",30913,2,2,0,4
"AME",202417,"130213005_AMEC100",30014,1,2,0,3
"AME",202417,"130752707_AMEC651",30913,0,0,1,0
"AME",202417,"272974398_AMEC036",30913,0,0,1,0
"AME",202417,"130213005_AMEC100",30044,2,0,0,2
"AME",202417,"271859385_AMEC309",30054,0,0,1,0
"AME",202417,"130127836_AMEC001",30054,0,0,1,0
"AME",202417,"130347860_AMEC400",30069,0,0,3,0
"AME",202417,"273334374_AMEC100",30064,0,0,1,0
"AME",202417,"331179022_AMEC400",30064,0,0,2,0
"AME",202417,"273989949_AMEC001",30064,0,0,3,0
"AME",202417,"332019166_AMEC400",30101,0,3,0,3
"AME",202417,"129320004_AMEC900",30101,0,2,0,2
"AME",202417,"130213005_AMEC100",30100,0,3,0,3
"AME",202417,"130213005_AMEC100",30022,0,1,0,1
"AME",202417,"130132136_AMEC200",30085,0,0,2,0
"AME",202417,"130161953_AMEC106",30085,0,0,1,0
"AME",202417,"331074769_AMEC001",30057,1,5,0,6
"AME",202417,"273494483_AMEC900",32064,0,0,1,0
"AME",202417,"332019166_AMEC400",30914,2,0,0,2
"AME",202417,"129377404_AMEC100",30066,0,0,1,0
"AME",202417,"130213005_AMEC100",30048,0,1,0,1
"AME",202417,"332019166_AMEC400",30048,4,1,0,5
"AME",202417,"331179022_AMEC400",31050,1,0,0,1
"AME",202417,"128984126_AMEC109",30865,1,2,0,3
"AME",202417,"331179022_AMEC130",30048,0,0,1,0
"AME",202417,"130393112_AMEC200",30054,0,0,4,0
"AME",202417,"129320004_AMEC900",30095,0,1,0,1
"AME",202417,"130213005_AMEC100",30913,2,1,0,3
"AME",202417,"273909493_AMEC001",30913,1,0,0,1
"AME",202417,"331354190_AMEC100",32026,1,0,0,1
"AME",202417,"331334139_AMEC219",30095,0,1,0,1
"AME",202417,"130213005_AMEC001",30095,0,1,0,1
"AME",202417,"273989949_AMEC600",30095,0,0,1,0
"AME",202417,"130213005_AMEC001",30083,0,6,0,6
"AME",202417,"130393112_AMEC300",30052,1,1,0,2
"AME",202417,"271859385_AMEC309",30913,1,1,0,2
"AME",202417,"128984126_AMEC109",30881,2,0,0,2
"AME",202417,"130393112_AMEC300",30881,0,0,2,0
"AME",202417,"331179022_AMEC400",30052,1,1,0,2
"AME",202417,"331074769_AMEC001",30020,1,0,0,1
"AME",202417,"273989949_AMEC001",31050,1,0,0,1
"AME",202417,"331354190_AMEC001",30089,2,1,0,3
"AME",202417,"128984126_AMEC109",30090,0,1,0,1
"AME",202417,"332019166_AMEC400",30065,1,1,0,2
"AME",202417,"273989949_AMEC600",30100,0,0,7,0
"AME",202417,"331354190_AMEC100",33088,0,1,0,1
"AME",202417,"130393112_AMEC200",30064,0,0,11,0
"AME",202417,"130213005_AMEC100",30065,1,0,0,1
"AME",202417,"130213005_AMEC001",30015,2,2,0,4
"AME",202417,"128984126_AMEC109",30031,1,0,0,1
"AME",202417,"332019166_AMEC400",32051,1,0,0,1
"AME",202417,"331179022_AMEC130",30020,0,0,2,0
"AME",202417,"331179022_AMEC130",32051,0,0,2,0
"AME",202417,"129320004_AMEC900",30914,13,6,0,19
"AME",202417,"130213005_AMEC001",30101,0,6,0,6
"AME",202417,"130097419_AMEC341",30915,0,0,2,0
"AME",202417,"129532004_AMEC100",30057,0,0,1,0
"AME",202417,"272974398_AMEC400",30069,0,0,1,0
"AME",202417,"130347879_AMEC100",30915,0,0,1,0
"AME",202417,"130727664_AMEC300",30915,0,0,3,0
"AME",202417,"331179022_AMEC400",30916,1,0,0,1
"AME",202417,"331354190_AMEC001",30057,1,3,0,4
"AME",202417,"129320004_AMEC900",32026,0,2,0,2
"AME",202417,"130362609_AMEC001",30066,0,0,2,0
"AME",202417,"331334139_AMEC219",30048,0,1,0,1
"AME",202417,"331179022_AMEC400",30054,0,0,7,0
"AME",202417,"331074769_AMEC001",30044,0,1,0,1
"AME",202417,"273334374_AMEC100",30054,0,0,1,0
"AME",202417,"130362609_AMEC309",30069,0,0,2,0
"AME",202417,"331354190_AMEC100",30093,1,0,0,1
"AME",202417,"272974398_AMEC036",30085,0,0,1,0
"AME",202417,"130132136_AMEC200",30065,0,0,1,0
"AME",202417,"128984126_AMEC109",30101,0,13,0,13
"AME",202417,"130712655_AMEC200",30069,0,0,1,0
"AME",202417,"273989949_AMEC001",33099,0,0,2,0
"AME",202417,"130393112_AMEC200",30020,0,0,1,0
"AME",202417,"273989949_AMEC600",30915,0,0,1,0
"AME",202417,"130213005_AMEC100",30024,0,1,0,1
"AME",202417,"130213005_AMEC100",32051,2,4,0,6
"AME",202417,"130393112_AMEC300",30014,0,0,1,0
"AME",202417,"331354190_AMEC001",30093,1,2,0,3
"AME",202417,"273494483_AMEC900",32538,0,0,1,0
"AME",202417,"331074769_AMEC001",33088,1,1,0,2
"AME",202417,"331179022_AMEC400",32051,0,1,1,1
"AME",202417,"331179022_AMEC130",30030,1,1,0,2
"AME",202417,"331179022_AMEC130",30089,0,2,0,2
